drug_trial_id,drug_name,drug_manufacturer,trial_phase,trial_results,trial_start_date,trial_end_date,trial_sample_size,dosage_mg,trial_location,missing_per_row
T1760,Aspirin,Unknown,Phase III,Ongoing,2020-07-23,2020-11-27,,243.88,Kisumu,2
T1761,Aspirin,Johnson & Johnson,Phase I,Failure,2023-06-20,2023-07-19,4608.0,57.73,Eldoret,0
T1762,Metformin,Pfizer,Phase II,Failure,2022-05-29,2022-09-06,,333.79,Eldoret,1
T1763,Aspirin,Unknown,Phase II,Success,2022-02-12,2022-06-22,4663.0,287.07,Nairobi,2
T1764,Ibuprofen,Pfizer,Phase III,Ongoing,2020-12-13,2021-03-21,1273.0,356.9,Nairobi,0
T1765,Paracetamol,Johnson & Johnson,Phase I,Ongoing,2022-01-21,2022-04-15,3484.0,259.37,Mombasa,1
T1766,Paracetamol,Novartis,Phase III,Success,2023-11-15,2024-10-04,1610.0,128.2,Mombasa,1
T1767,Paracetamol,Roche,Phase III,Success,,2021-01-10,3073.0,352.45,Kisumu,1
T1768,Metformin,Unknown,Phase I,Success,,2020-10-20,1928.0,294.83,Nairobi,2
T1769,Unknown,Pfizer,,Failure,2021-06-30,2021-09-28,3627.0,165.88,Kisumu,2
T1770,Aspirin,Unknown,Phase I,Success,2022-09-23,,2418.0,412.73,Kisumu,2
T1771,Aspirin,Nan,Phase I,Success,2020-08-11,2020-12-09,1865.0,,Eldoret,1
T1772,Metformin,Johnson & Johnson,Phase II,Success,2021-03-17,2021-11-06,349.0,266.98,Eldoret,0
T1773,Metformin,Novartis,Phase III,,2020-09-27,2020-11-17,-4406.0,243.85,Eldoret,1
T1774,Ibuprofen,Johnson & Johnson,Phase II,Ongoing,2020-03-07,2020-07-18,3303.0,167.73,Mombasa,0
T1775,Paracetamol,Roche,Phase II,Success,2020-06-05,2020-08-26,3621.0,450.68,Mombasa,0
T1776,Aspirin,Roche,Phase III,Failure,2020-11-08,2021-02-02,974.0,201.15,Mombasa,0
T1777,Paracetamol,Roche,Phase II,Ongoing,2022-05-06,,-2843.0,170.87,Eldoret,1
T1778,Aspirin,Novartis,Phase II,Failure,2022-10-01,2023-03-02,1770.0,492.05,Nairobi,0
T1779,Ibuprofen,Unknown,Phase I,Success,2023-07-20,2023-08-23,3375.0,189.21,Eldoret,1
T1780,Metformin,Novartis,Phase II,Failure,2020-06-19,2020-12-01,1014.0,270.33,Kisumu,0
T1781,Metformin,Novartis,Phase II,Success,2023-09-06,2023-11-12,3821.0,362.25,Kisumu,0
T1782,Ibuprofen,Johnson & Johnson,Phase II,Ongoing,2022-06-27,2022-11-13,4525.0,160.32,Nairobi,0
T1783,Metformin,Unknown,Phase II,Ongoing,2021-03-29,2021-06-10,4885.0,170.09,Nairobi,1
T1784,Paracetamol,Johnson & Johnson,Phase I,Success,2020-02-27,2020-06-25,2930.0,367.74,Kisumu,0
T1785,Metformin,Novartis,Phase II,Failure,2022-09-12,2023-09-06,1229.0,59.13,Unknown,1
T1786,Metformin,Novartis,Phase III,Failure,2022-08-19,2023-01-20,4229.0,489.29,Nairobi,0
T1787,Paracetamol,Pfizer,Phase II,Ongoing,2022-06-14,2022-09-01,220.0,295.04,Mombasa,0
T1788,Aspirin,Novartis,Phase I,Failure,2023-06-05,2023-11-16,1108.0,96.46,Eldoret,0
T1789,Ibuprofen,Pfizer,Phase I,Failure,2020-02-23,2020-06-07,592.0,345.17,Mombasa,0
T1790,Metformin,Roche,Phase III,Success,2022-12-04,2022-10-20,1777.0,265.79,Nairobi,0
T1791,Aspirin,Novartis,Phase II,Success,2021-01-05,2021-04-18,571.0,370.25,Nairobi,0
T1792,Ibuprofen,Roche,Phase II,Failure,2023-11-26,2023-05-12,4946.0,192.04,Nairobi,0
T1793,Unknown,Pfizer,Phase II,Ongoing,2023-07-28,2023-11-12,3818.0,237.81,Kisumu,1
T1794,Aspirin,Pfizer,Phase II,,,2023-06-19,69.0,448.07,Kisumu,2
T1795,Aspirin,Novartis,Phase I,Success,2022-12-11,2023-04-08,1740.0,313.78,Nairobi,0
T1796,Metformin,Johnson & Johnson,Phase III,Failure,2023-08-11,2024-04-14,4262.0,396.16,Unknown,1
T1797,Ibuprofen,Roche,Phase III,Failure,,2021-05-27,1013.0,334.26,Eldoret,1
T1798,Ibuprofen,Roche,Phase II,Failure,2023-08-13,2023-09-18,4202.0,269.2,Mombasa,0
T1799,Ibuprofen,Roche,,Ongoing,2020-05-14,2020-09-16,775.0,471.81,Eldoret,1
T1800,Metformin,Novartis,,Success,2022-04-16,2022-06-11,4553.0,225.03,Mombasa,1
T1801,Aspirin,Unknown,,Ongoing,2021-01-07,2021-02-02,3235.0,317.34,Eldoret,2
T1802,Paracetamol,Roche,Phase II,Success,2020-11-15,2021-04-13,4590.0,358.12,Nairobi,0
T1803,Metformin,Pfizer,,Success,,2021-03-02,2478.0,233.62,Eldoret,2
T1804,Ibuprofen,Roche,Phase III,Ongoing,2023-09-13,2024-03-14,3051.0,228.14,Nairobi,0
T1805,Paracetamol,Johnson & Johnson,Phase II,Failure,2022-02-07,,1153.0,339.53,Kisumu,1
T1806,Unknown,Novartis,Phase II,Failure,2023-06-21,2023-11-28,501.0,,Mombasa,2
T1807,Paracetamol,Pfizer,Phase I,Ongoing,2021-03-04,2021-06-17,784.0,294.58,Unknown,1
T1808,Metformin,Roche,Phase II,Success,2023-09-28,2023-11-23,2031.0,65.56,Nairobi,0
T1809,Paracetamol,Novartis,Phase I,Success,2023-09-12,2023-05-10,1409.0,351.9,Kisumu,0
T1810,Paracetamol,Pfizer,Phase I,Failure,2022-05-26,2022-10-14,3466.0,179.74,Eldoret,0
T1811,Aspirin,Johnson & Johnson,Phase II,Success,2022-08-24,2022-12-23,3208.0,156.2,Eldoret,0
T1812,Metformin,Novartis,Phase III,Success,2020-01-23,2020-06-26,1680.0,103.35,Unknown,1
T1813,Ibuprofen,Johnson & Johnson,Phase I,Ongoing,2023-01-23,2023-08-07,1319.0,,Mombasa,1
T1814,Aspirin,Novartis,Phase III,Failure,2020-09-30,2020-10-24,,380.13,Nairobi,1
T1815,Paracetamol,Pfizer,Phase III,Failure,2020-01-06,2020-02-16,3736.0,292.49,Nairobi,1
T1816,Ibuprofen,Johnson & Johnson,,Success,2023-06-04,2023-10-01,2513.0,462.1,Eldoret,1
T1817,Ibuprofen,Unknown,Phase I,Success,2022-03-05,2022-05-15,1710.0,163.5,Eldoret,1
T1818,Paracetamol,Pfizer,Phase I,Success,2020-08-29,2021-02-10,4659.0,357.29,Eldoret,0
T1819,Paracetamol,Roche,Phase III,Success,2020-09-29,2021-01-02,4479.0,108.62,Kisumu,0
T1820,Unknown,Johnson & Johnson,Phase I,Ongoing,2023-10-16,2024-02-09,1036.0,228.73,Mombasa,1
T1821,Ibuprofen,Pfizer,Phase III,Ongoing,,2021-05-05,4504.0,105.65,Eldoret,1
T1822,Metformin,Pfizer,Phase II,Success,2023-07-20,2023-10-16,3604.0,420.76,Mombasa,0
T1823,Metformin,Unknown,Phase III,Success,,,1348.0,,Eldoret,4
T1824,Ibuprofen,Roche,Phase I,Success,2020-04-11,2020-12-02,-882.0,253.85,Unknown,1
T1825,Ibuprofen,Unknown,Phase II,Ongoing,2021-09-17,2021-10-15,676.0,152.7,Mombasa,1
T1826,Ibuprofen,Johnson & Johnson,,Failure,2022-05-11,2022-06-10,598.0,,Mombasa,2
T1827,Aspirin,Johnson & Johnson,Phase II,Failure,2020-07-16,2020-07-21,3886.0,238.86,Unknown,1
T1828,Metformin,Novartis,Phase III,,2023-05-18,2023-04-06,1501.0,332.84,Kisumu,1
T1829,Aspirin,Novartis,Phase II,Failure,2021-10-16,2022-10-02,542.0,118.67,Kisumu,0
T1830,Metformin,Unknown,Phase II,Ongoing,2023-07-17,2023-10-12,2247.0,204.95,Eldoret,1
T1831,Paracetamol,Pfizer,Phase III,Failure,2022-11-06,2023-04-22,,222.71,Kisumu,1
T1832,Metformin,Johnson & Johnson,Phase III,Failure,2020-03-18,2020-07-28,4742.0,252.22,Mombasa,0
T1833,Ibuprofen,Johnson & Johnson,Phase II,Failure,2022-10-25,2023-02-24,1207.0,97.62,Eldoret,0
T1834,Ibuprofen,Roche,Phase III,Success,2020-11-03,2020-06-09,3531.0,259.57,Mombasa,0
T1835,Paracetamol,Roche,Phase III,Ongoing,2023-06-26,2023-10-14,3145.0,205.51,Mombasa,0
T1836,Paracetamol,Novartis,Phase III,Success,2021-03-07,2021-05-15,3916.0,190.44,Nairobi,0
T1837,Aspirin,Roche,Phase I,Ongoing,2021-12-11,,1427.0,161.57,Nairobi,1
T1838,Aspirin,Johnson & Johnson,Phase II,Success,2020-11-24,2021-03-10,1724.0,407.58,Mombasa,0
T1839,Metformin,Novartis,Phase I,Success,2020-10-29,2020-11-28,2910.0,413.88,Unknown,1
T1840,Paracetamol,Pfizer,,Failure,2021-12-22,2022-01-23,1019.0,152.44,Kisumu,1
T1841,Unknown,Pfizer,Phase I,Failure,2021-06-18,2021-12-28,174.0,456.9,Nairobi,1
T1842,Metformin,Unknown,Phase I,Ongoing,2023-12-07,2024-07-03,3862.0,171.31,Nairobi,1
T1843,Aspirin,Novartis,Phase II,Failure,2020-05-08,2020-06-16,4479.0,246.8,Mombasa,0
T1844,Ibuprofen,Pfizer,Phase II,Failure,2023-04-16,2023-08-23,398.0,361.13,Kisumu,0
T1845,Metformin,Roche,Phase II,Failure,2023-08-31,,4384.0,117.94,Eldoret,1
T1846,Aspirin,Pfizer,Phase I,Ongoing,2021-05-30,2021-10-14,4223.0,159.76,Kisumu,0
T1847,Ibuprofen,Johnson & Johnson,Phase III,Failure,2022-04-04,2022-04-19,4888.0,110.63,Mombasa,0
T1848,Paracetamol,Novartis,Phase I,Success,2022-10-04,2022-06-23,1732.0,,Unknown,2
T1849,Aspirin,Pfizer,Phase III,Failure,,2024-03-03,1768.0,272.02,Eldoret,1
T1850,Ibuprofen,Johnson & Johnson,Phase III,Ongoing,2023-09-18,2023-12-26,3290.0,353.21,Nan,0
T1851,Aspirin,Johnson & Johnson,Phase II,Failure,2020-05-11,,1227.0,177.61,Kisumu,1
T1852,Aspirin,Novartis,Phase III,Ongoing,2021-12-27,2022-06-04,2176.0,213.61,Unknown,2
T1853,Metformin,Unknown,Phase II,Failure,2022-06-27,2022-09-18,1842.0,84.76,Nairobi,1
T1854,Aspirin,Pfizer,Phase I,,,2023-01-07,3689.0,399.11,Kisumu,2
T1855,Metformin,Roche,Phase II,Ongoing,2021-05-31,2021-12-17,3604.0,180.5,Eldoret,0
T1856,Aspirin,Johnson & Johnson,Phase II,Failure,2021-11-19,2022-03-24,4957.0,162.38,Eldoret,0
T1857,Aspirin,Roche,Phase I,Ongoing,2023-01-23,2023-08-04,1957.0,317.6,Kisumu,0
T1858,Ibuprofen,Novartis,Phase I,Success,2021-06-06,2021-08-19,3921.0,,Mombasa,1
T1859,Aspirin,Johnson & Johnson,Phase I,Success,2021-02-09,2021-02-20,4716.0,200.92,Eldoret,0
T1860,Unknown,Pfizer,,Success,2023-07-21,2023-10-30,,260.19,Kisumu,3
T1861,Metformin,Roche,Phase III,Failure,,2021-04-30,-2197.0,102.33,Eldoret,1
T1862,Metformin,Novartis,Phase II,Failure,2021-04-06,2021-12-21,2097.0,202.35,Nairobi,0
T1863,Aspirin,Novartis,Phase III,Success,2020-02-17,2020-05-21,4435.0,354.08,Mombasa,0
T1864,Metformin,Roche,Phase I,Ongoing,2023-05-02,2023-07-02,1240.0,,Eldoret,1
T1865,Ibuprofen,Novartis,Phase III,Success,,2021-03-01,-2101.0,360.38,Kisumu,1
T1866,Aspirin,Novartis,Phase II,Failure,2020-03-21,2020-04-20,1458.0,457.66,Eldoret,1
T1867,Metformin,Roche,Phase II,Success,2020-10-01,2020-10-04,3864.0,,Eldoret,1
T1868,Paracetamol,Johnson & Johnson,Phase III,Ongoing,2022-11-28,2023-01-11,1282.0,462.77,Kisumu,0
T1869,Metformin,Roche,Phase I,Failure,2023-02-16,2023-02-07,-4218.0,294.46,Mombasa,0
T1870,Paracetamol,Pfizer,Phase III,Success,2020-12-15,2021-05-29,995.0,423.8,Kisumu,0
T1871,Unknown,Novartis,,,2022-03-07,2022-09-21,2085.0,217.35,Nairobi,3
T1872,Ibuprofen,Unknown,Phase II,Success,2020-08-07,2020-11-24,3120.0,460.77,Nairobi,1
T1873,Aspirin,Novartis,Phase III,Success,,2020-12-10,4654.0,167.63,Mombasa,1
T1874,Paracetamol,Johnson & Johnson,Phase III,Success,,2020-09-15,,461.14,Nairobi,2
T1875,Paracetamol,Pfizer,Phase I,Ongoing,2022-07-23,2022-09-12,,,Mombasa,2
T1876,Ibuprofen,Johnson & Johnson,Phase III,Failure,2020-05-18,2020-10-25,2795.0,382.48,Kisumu,0
T1877,Metformin,Novartis,Phase II,Failure,2020-08-30,2021-03-04,473.0,154.72,Eldoret,0
T1878,Aspirin,Johnson & Johnson,Phase III,Success,2023-09-06,2023-12-06,298.0,,Unknown,2
T1879,Aspirin,Novartis,Phase II,,2021-12-04,2022-02-26,2129.0,455.19,Nairobi,1
T1880,Metformin,Novartis,Phase I,Success,2021-06-07,2022-03-01,3257.0,,Nairobi,2
T1881,Ibuprofen,Unknown,Phase I,Ongoing,2022-12-23,2023-06-03,4665.0,482.82,Mombasa,1
T1882,Metformin,Roche,Phase I,Failure,2021-11-02,2021-07-22,1648.0,198.17,Nairobi,0
T1883,Metformin,Johnson & Johnson,Phase III,Ongoing,2020-10-26,2020-12-19,1532.0,444.82,Nairobi,0
T1884,Paracetamol,Johnson & Johnson,,Failure,2022-10-17,,2136.0,332.85,Kisumu,2
T1885,Aspirin,Johnson & Johnson,,Ongoing,2021-06-11,2022-03-19,740.0,97.23,Nairobi,1
T1886,Paracetamol,Novartis,Phase I,Ongoing,2021-05-17,2021-10-25,2597.0,113.82,Unknown,1
T1887,Metformin,Novartis,Phase II,Ongoing,2022-09-03,2022-07-18,105.0,148.26,Nairobi,0
T1888,Paracetamol,Pfizer,,Ongoing,2022-09-21,2023-09-02,3851.0,318.01,Mombasa,1
T1889,Ibuprofen,Johnson & Johnson,Phase II,Failure,2023-08-14,2023-11-02,2689.0,336.18,Eldoret,0
T1890,Aspirin,Novartis,Phase III,Ongoing,,,4952.0,119.31,Mombasa,2
T1891,Metformin,Pfizer,Phase I,Failure,2022-08-06,2022-06-27,1060.0,364.1,Kisumu,0
T1892,Paracetamol,Roche,Phase I,Failure,2020-10-25,2021-05-03,2814.0,361.05,Eldoret,0
T1893,Metformin,Novartis,Phase I,Failure,2022-05-25,2022-07-11,4398.0,403.95,Kisumu,0
T1894,Aspirin,Roche,Phase II,Ongoing,2023-08-12,2024-05-06,3872.0,285.44,Mombasa,1
T1895,Paracetamol,Novartis,Phase I,Success,2022-10-09,2022-10-09,3111.0,264.75,Eldoret,0
T1896,Unknown,Unknown,Phase II,Success,2022-08-20,2022-11-29,2529.0,212.23,Nairobi,2
T1897,Ibuprofen,Pfizer,Phase III,Success,2021-09-22,2021-11-22,3264.0,266.78,Nairobi,0
T1898,Metformin,Roche,Phase I,,2023-05-04,2023-10-18,1265.0,118.25,Nairobi,2
T1899,Aspirin,Pfizer,Phase II,Success,2022-02-18,2022-02-05,1509.0,171.96,Kisumu,0
T1900,Ibuprofen,Roche,Phase I,Ongoing,2022-08-26,2022-09-15,557.0,119.6,Kisumu,0
T1901,Metformin,Roche,Phase III,Ongoing,,2022-06-02,4006.0,221.7,Kisumu,1
T1902,Paracetamol,Pfizer,Phase I,Ongoing,2021-09-12,2022-06-21,2829.0,218.32,Eldoret,0
T1903,Unknown,Johnson & Johnson,Phase I,Ongoing,2022-12-09,2022-04-12,,127.16,Eldoret,2
T1904,Metformin,Johnson & Johnson,Phase II,Failure,2022-08-03,2022-08-24,1038.0,429.7,Nairobi,0
T1905,Metformin,Roche,Phase I,Failure,2023-04-12,2023-08-16,,369.77,Nairobi,1
T1906,Paracetamol,Unknown,Phase I,Success,2022-06-21,2022-09-30,2299.0,467.25,Eldoret,1
T1907,Aspirin,Pfizer,Phase II,Ongoing,2020-03-29,2020-09-10,609.0,181.47,Mombasa,0
T1908,Ibuprofen,Novartis,Phase I,Success,2020-09-11,,4929.0,469.73,Nan,1
T1909,Metformin,Johnson & Johnson,Phase II,Ongoing,,2023-03-22,2760.0,76.89,Mombasa,2
T1910,Aspirin,Novartis,Phase I,Ongoing,2020-05-01,2020-05-17,-3607.0,379.1,Mombasa,0
T1911,Aspirin,Johnson & Johnson,Phase I,Failure,,2024-04-03,3756.0,328.6,Nairobi,1
T1912,Metformin,Pfizer,Phase II,Failure,2020-04-01,,1163.0,368.84,Kisumu,1
T1913,Paracetamol,Johnson & Johnson,Phase III,Failure,2023-11-04,2023-04-06,613.0,216.33,Kisumu,0
T1914,Metformin,Roche,Phase I,Success,2023-07-04,2023-12-29,2462.0,,Mombasa,1
T1915,Metformin,Pfizer,Phase I,Failure,,2023-08-23,,305.51,Mombasa,2
T1916,Aspirin,Roche,Phase III,Failure,2022-09-20,,1142.0,446.63,Eldoret,1
T1917,Metformin,Pfizer,,Success,2022-10-17,,4446.0,274.04,Mombasa,3
T1918,Aspirin,Pfizer,Phase III,,2023-03-28,2023-06-21,-1947.0,260.85,Eldoret,1
T1919,Aspirin,Novartis,Phase II,Success,2020-07-29,2021-11-01,-1946.0,331.12,Nairobi,0
T1920,Ibuprofen,Pfizer,Phase II,Failure,2021-11-09,2022-03-27,,,Mombasa,2
T1921,Ibuprofen,Johnson & Johnson,,,2023-05-20,2023-07-30,328.0,,Nairobi,3
T1922,Metformin,Roche,Phase II,Success,2023-10-03,2023-10-20,3700.0,431.1,Kisumu,0
T1923,Paracetamol,Johnson & Johnson,Phase I,Ongoing,,2022-08-09,489.0,65.75,Mombasa,1
T1924,Ibuprofen,Roche,Phase II,Ongoing,2023-02-08,2024-02-16,4291.0,181.24,Mombasa,0
T1925,Aspirin,Unknown,Phase III,Failure,2023-12-12,2024-10-06,2608.0,460.61,Mombasa,1
T1926,Ibuprofen,Novartis,,Success,,2022-02-10,2078.0,131.95,Nairobi,2
T1927,Paracetamol,Roche,Phase III,Success,2023-04-14,2023-10-14,4294.0,,Nairobi,1
T1928,Aspirin,Unknown,Phase III,,2021-06-06,2021-12-17,,369.05,Mombasa,3
T1929,Aspirin,Roche,Phase I,Ongoing,2020-12-13,2021-05-23,743.0,,Eldoret,1
T1930,Aspirin,Novartis,Phase I,Failure,2021-08-27,2022-05-03,1124.0,96.84,Nairobi,0
T1931,Ibuprofen,Roche,,Failure,2020-10-17,2021-01-28,2552.0,318.2,Eldoret,1
T1932,Metformin,Pfizer,Phase III,Failure,2023-07-17,,4398.0,281.5,Mombasa,1
T1933,Paracetamol,Novartis,Phase III,Success,,2023-10-04,1017.0,109.22,Kisumu,1
T1934,Paracetamol,Pfizer,Phase I,Success,2020-09-16,2021-02-09,52.0,374.26,Kisumu,0
T1935,Paracetamol,Johnson & Johnson,Phase I,Failure,2020-01-19,2020-07-31,3817.0,140.87,Nairobi,0
T1936,Ibuprofen,Pfizer,Phase II,,2023-10-24,2024-02-05,4998.0,179.65,Mombasa,1
T1937,Paracetamol,Johnson & Johnson,Phase III,Failure,2022-10-28,2022-12-08,3718.0,257.73,Eldoret,0
T1938,Ibuprofen,Novartis,Phase II,Ongoing,2024-01-29,2024-07-27,3439.0,,Nairobi,1
T1939,Aspirin,Novartis,Phase I,Success,2024-01-01,,3347.0,268.5,Mombasa,1
T1940,Paracetamol,Novartis,Phase III,Success,2021-01-18,2021-05-13,4298.0,420.62,Nairobi,0
T1941,Paracetamol,Novartis,Phase III,Success,2022-12-23,2023-05-31,4458.0,98.16,Mombasa,1
T1942,Metformin,Roche,Phase II,Failure,2021-06-23,2021-12-15,4112.0,53.64,Mombasa,0
T1943,Paracetamol,Novartis,Phase III,Ongoing,2023-12-10,2024-03-01,356.0,275.67,Kisumu,0
T1944,Unknown,Johnson & Johnson,Phase I,Ongoing,2022-08-13,2022-11-09,2292.0,441.92,Mombasa,1
T1945,Metformin,Johnson & Johnson,Phase I,Ongoing,2020-09-30,2021-03-24,3260.0,,Kisumu,1
T1946,Ibuprofen,Roche,Phase II,Ongoing,2020-09-22,,2344.0,213.13,Nairobi,1
T1947,Paracetamol,Novartis,Phase II,Ongoing,2020-08-12,2021-02-15,4029.0,317.06,Mombasa,0
T1948,Paracetamol,Roche,Phase I,Ongoing,2020-10-26,2020-10-17,4731.0,119.24,Mombasa,0
T1949,Paracetamol,Pfizer,Phase III,Failure,2022-02-05,2022-05-19,2836.0,446.63,Kisumu,0
T1950,Paracetamol,Roche,Phase III,Success,2023-01-18,2023-07-12,3465.0,,Eldoret,1
T1951,Paracetamol,Roche,Phase III,Failure,2023-12-18,,3752.0,469.42,Eldoret,1
T1952,Metformin,Novartis,Phase I,Ongoing,2021-09-01,2021-03-28,2071.0,85.67,Kisumu,0
T1953,Aspirin,Novartis,Phase III,Ongoing,2023-01-28,2022-12-17,2776.0,468.43,Mombasa,0
T1954,Ibuprofen,Roche,Phase II,Failure,2024-01-03,2024-02-07,1060.0,84.19,Nairobi,0
T1955,Paracetamol,Pfizer,Phase III,Failure,2023-02-09,2023-08-22,3941.0,,Eldoret,1
T1956,Metformin,Johnson & Johnson,Phase I,Failure,,2021-04-16,857.0,87.81,Eldoret,1
T1957,Paracetamol,Roche,,Success,2020-12-10,2021-09-04,1967.0,304.05,Unknown,2
T1958,Aspirin,Unknown,Phase III,Ongoing,2022-09-06,2022-07-25,,466.64,Eldoret,2
T1959,Paracetamol,Johnson & Johnson,Phase III,Success,2024-01-22,2024-02-13,387.0,305.7,Nairobi,0
T1960,Metformin,Roche,,Success,2022-10-13,2023-01-07,195.0,248.44,Mombasa,1
T1961,Aspirin,Pfizer,Phase II,Ongoing,2022-12-04,2022-05-31,4678.0,290.98,Kisumu,0
T1962,Paracetamol,Roche,Phase II,Ongoing,2022-07-10,2023-01-30,2486.0,,Nairobi,1
T1963,Ibuprofen,Pfizer,Phase I,Ongoing,2023-11-19,2024-01-26,409.0,277.92,Eldoret,0
T1964,Aspirin,Novartis,Phase III,Failure,2021-07-12,2021-08-19,2304.0,240.62,Mombasa,0
T1965,Paracetamol,Roche,Phase III,Ongoing,2023-06-23,2023-06-09,3948.0,482.95,Kisumu,0
T1966,Unknown,Johnson & Johnson,Phase I,Success,,,434.0,86.31,Nairobi,3
T1967,Paracetamol,Roche,Phase III,Success,2023-06-27,2023-10-18,,187.04,Nairobi,1
T1968,Metformin,Pfizer,Phase III,Failure,,,4502.0,352.86,Nairobi,2
T1969,Aspirin,Unknown,Phase I,Ongoing,2020-02-01,2020-03-16,4117.0,,Kisumu,2
T1970,Paracetamol,Roche,Phase II,Success,2020-05-30,2020-11-26,1139.0,452.03,Mombasa,0
T1971,Ibuprofen,Roche,Phase III,Ongoing,2021-01-12,2021-07-10,,157.19,Eldoret,1
T1972,Metformin,Pfizer,Phase II,Failure,2023-06-07,2023-12-17,4981.0,,Mombasa,1
T1973,Aspirin,Roche,Phase II,Failure,2022-04-05,2022-07-25,,493.97,Kisumu,1
T1974,Unknown,Johnson & Johnson,Phase I,Success,2021-03-20,2021-09-25,,131.29,Mombasa,2
T1975,Ibuprofen,Roche,Phase II,Success,2023-03-04,2023-05-04,377.0,343.73,Eldoret,0
T1976,Paracetamol,Johnson & Johnson,Phase III,Success,2023-07-04,2023-07-20,2245.0,324.76,Kisumu,0
T1977,Ibuprofen,Novartis,Phase II,,2021-07-03,2021-04-08,3364.0,250.69,Eldoret,1
T1978,Paracetamol,Novartis,Phase I,Ongoing,2021-05-02,2021-08-22,3743.0,321.04,Eldoret,0
T1979,Metformin,Unknown,Phase I,Failure,2023-12-29,2024-01-15,1741.0,68.46,Eldoret,1
T1980,Unknown,Pfizer,Phase I,Failure,2020-01-19,2020-07-15,1713.0,183.65,Eldoret,1
T1981,Aspirin,Novartis,,Success,2020-01-21,2020-03-14,963.0,134.55,Kisumu,1
T1982,Unknown,Unknown,Phase I,Ongoing,2023-10-11,2024-05-25,2475.0,484.45,Kisumu,2
T1983,Metformin,Roche,Phase II,Success,2023-08-25,2023-12-26,4720.0,165.62,Kisumu,0
T1984,Metformin,Unknown,Phase III,Failure,2021-04-21,,3408.0,472.22,Nairobi,2
T1985,Ibuprofen,Pfizer,Phase I,Ongoing,2021-05-15,2021-10-08,2984.0,484.14,Eldoret,0
T1986,Paracetamol,Roche,,Failure,2021-03-06,2021-07-18,3010.0,246.02,Unknown,3
T1987,Aspirin,Johnson & Johnson,Phase II,Failure,2022-04-15,2022-08-02,2427.0,235.81,Kisumu,0
T1988,Paracetamol,Roche,Phase I,Ongoing,2021-08-05,2021-11-26,242.0,445.89,Mombasa,0
T1989,Aspirin,Pfizer,Phase III,Success,2021-05-26,2021-10-23,942.0,208.7,Mombasa,0
T1990,Aspirin,Novartis,Phase III,Success,2022-08-09,2022-09-26,,394.31,Nairobi,1
T1991,Metformin,Pfizer,Phase I,Failure,2023-01-27,2023-06-11,154.0,301.12,Kisumu,0
T1992,Metformin,Pfizer,Phase III,Success,2020-05-01,2020-02-02,540.0,383.24,Mombasa,0
T1993,Aspirin,Johnson & Johnson,Phase III,Failure,2021-10-12,2022-02-16,4347.0,293.8,Kisumu,0
T1994,Metformin,Pfizer,Phase I,Success,2023-08-12,2023-12-26,3932.0,267.14,Nairobi,0
T1995,Paracetamol,Novartis,,Ongoing,2021-05-03,2021-04-07,1854.0,369.63,Kisumu,1
T1996,Ibuprofen,Novartis,Phase II,Failure,2022-02-23,,1976.0,241.37,Eldoret,1
T1997,Aspirin,Pfizer,Phase III,Ongoing,2022-06-08,2022-07-22,,305.62,Eldoret,1
T1998,Aspirin,Johnson & Johnson,Phase II,Ongoing,2021-12-27,2022-06-26,2759.0,307.52,Nairobi,0
T1999,Paracetamol,Roche,Phase I,Ongoing,2020-11-04,2020-12-24,1497.0,80.45,Eldoret,0
T2000,Metformin,Unknown,Phase II,Failure,2020-05-18,2020-02-08,,359.56,Kisumu,2
T2001,Ibuprofen,Novartis,Phase I,Ongoing,,2022-08-31,726.0,466.14,Nairobi,1
T2002,Metformin,Novartis,Phase III,,2024-01-21,2024-04-03,2649.0,410.86,Kisumu,1
T2003,Unknown,Roche,Phase I,Success,2021-07-01,2021-11-30,2300.0,106.92,Mombasa,1
T2004,Metformin,Pfizer,Phase III,Failure,2022-01-24,2022-02-15,1136.0,455.43,Nairobi,0
T2005,Unknown,Pfizer,Phase II,Success,2020-03-22,2020-07-25,2871.0,271.72,Nairobi,1
T2006,Ibuprofen,Roche,Phase III,Ongoing,2021-01-11,2021-01-20,895.0,364.86,Nairobi,0
T2007,Unknown,Johnson & Johnson,Phase I,Ongoing,2020-04-24,2020-06-19,3131.0,,Kisumu,2
T2008,Metformin,Roche,Phase II,Failure,2020-06-12,2020-09-19,,217.27,Nairobi,1
T2009,Paracetamol,Novartis,,Success,2022-09-15,2023-03-01,1343.0,317.34,Nairobi,1
T2010,Aspirin,Pfizer,Phase I,Success,2022-10-10,2022-01-09,,355.76,Kisumu,1
T2011,Ibuprofen,Johnson & Johnson,Phase I,Success,2023-07-12,2024-03-26,1059.0,383.59,Mombasa,0
T2012,Paracetamol,Roche,Phase III,Success,2020-07-16,,3468.0,412.05,Mombasa,1
T2013,Ibuprofen,Novartis,Phase III,Failure,2021-11-19,2021-12-27,3278.0,312.92,Mombasa,0
T2014,Ibuprofen,Roche,Phase II,Ongoing,2021-12-13,2022-03-31,4450.0,381.84,Nairobi,0
T2015,Aspirin,Novartis,Phase III,Ongoing,2020-10-20,2020-11-23,2817.0,266.61,Kisumu,0
T2016,Unknown,Roche,Phase III,Failure,2022-09-29,,702.0,418.57,Nairobi,2
